Atm;ProcessDate;Withdrawal
ATM7;2019-02-27;14260
ATM7;2019-02-28;21410
ATM7;2019-03-01;12000
ATM7;2019-03-02;18210
ATM7;2019-03-04;19970
ATM7;2019-03-05;6560
ATM7;2019-03-06;10390
ATM7;2019-03-07;1790
ATM7;2019-03-08;14260
ATM7;2019-03-09;15150
ATM7;2019-03-11;16040
ATM7;2019-03-12;19290
ATM7;2019-03-13;15020
ATM7;2019-03-14;21950
ATM7;2019-03-15;14430
ATM7;2019-03-16;20770
ATM7;2019-03-18;11760
ATM7;2019-03-19;16500
ATM7;2019-03-20;13430
ATM7;2019-03-21;15530
ATM7;2019-03-22;13680
ATM7;2019-03-23;11260
ATM7;2019-03-25;10500
ATM7;2019-03-26;20720
ATM7;2019-03-27;7210
ATM7;2019-03-28;15870
ATM7;2019-03-29;16110
ATM7;2019-03-30;9120
ATM7;2019-03-31;4470
ATM7;2019-04-01;16030
ATM7;2019-04-02;15400
ATM7;2019-04-03;15730
ATM7;2019-04-04;14570
ATM7;2019-04-05;17710
ATM7;2019-04-06;15960
ATM7;2019-04-08;23790
ATM7;2019-04-09;10260
ATM7;2019-04-10;20270
ATM7;2019-04-11;19050
ATM7;2019-04-12;23060
ATM7;2019-04-13;16440
ATM7;2019-04-14;10830
ATM7;2019-04-15;14280
ATM7;2019-04-16;19400
ATM7;2019-04-17;10090
ATM7;2019-04-18;18540
ATM7;2019-04-19;8940
ATM7;2019-04-20;6270
ATM7;2019-04-23;9540
ATM7;2019-04-24;17410
ATM7;2019-04-25;17360
ATM7;2019-04-26;24940
ATM7;2019-04-27;8470
ATM7;2019-04-28;10450
ATM7;2019-04-29;11570
ATM7;2019-04-30;17170
ATM7;2019-05-02;21170
ATM7;2019-05-04;8870
ATM7;2019-05-06;27360
ATM7;2019-05-07;24180
ATM7;2019-05-08;15260
ATM7;2019-05-09;31410
ATM7;2019-05-10;24190
ATM7;2019-05-11;13460
ATM7;2019-05-13;3050
ATM7;2019-05-14;8520
ATM7;2019-05-15;14640
ATM7;2019-05-16;9540
ATM7;2019-05-17;19270
ATM7;2019-05-18;12270
ATM7;2019-05-20;15980
ATM7;2019-05-21;19130
ATM7;2019-05-22;11960
ATM7;2019-05-23;14070
ATM7;2019-05-24;16030
ATM7;2019-05-25;20130
ATM7;2019-05-26;3310
ATM7;2019-05-27;11420
ATM7;2019-05-28;19660
ATM7;2019-05-29;21120
ATM7;2019-05-30;14950
ATM7;2019-05-31;18450
ATM7;2019-06-01;4610
ATM7;2019-06-03;10190
ATM7;2019-06-04;26920
ATM7;2019-06-05;20320
ATM7;2019-06-06;22470
ATM7;2019-06-07;9920
ATM7;2019-06-08;8390
ATM7;2019-06-10;50620
ATM7;2019-06-11;18270
ATM7;2019-06-12;12760
ATM7;2019-06-13;14760
ATM7;2019-06-14;23960
ATM7;2019-06-15;7080
ATM7;2019-06-17;4990
ATM7;2019-06-18;11160
ATM7;2019-06-19;25310
ATM7;2019-06-21;21560
ATM7;2019-06-22;10150
ATM7;2019-06-24;16280
ATM7;2019-06-25;18920
ATM7;2019-06-26;28220
ATM7;2019-06-27;15440
ATM7;2019-06-28;16480
ATM7;2019-06-29;6280
ATM7;2019-06-30;16990
ATM7;2019-07-01;12980
ATM7;2019-07-02;11240
ATM7;2019-07-03;17680
ATM7;2019-07-04;7070
ATM7;2019-07-05;12100
ATM7;2019-07-06;13600
ATM7;2019-07-08;28710
ATM7;2019-07-09;23960
ATM7;2019-07-10;41810
ATM7;2019-07-11;29300
ATM7;2019-07-12;18990
ATM7;2019-07-13;9490
ATM7;2019-07-15;8750
ATM7;2019-07-16;12100
ATM7;2019-07-17;12420
ATM7;2019-07-18;11120
ATM7;2019-07-19;19220
ATM7;2019-07-20;10170
ATM7;2019-07-22;24990
ATM7;2019-07-23;13530
ATM7;2019-07-24;7490
ATM7;2019-07-25;17490
ATM7;2019-07-26;12970
ATM7;2019-07-27;5550
ATM7;2019-07-28;1000
ATM7;2019-07-29;11370
ATM7;2019-07-30;14550
ATM7;2019-07-31;22410
ATM7;2019-08-01;10440
ATM7;2019-08-02;17770
ATM7;2019-08-03;14450
ATM7;2019-08-05;9430
ATM7;2019-08-06;12690
ATM7;2019-08-07;15980
ATM7;2019-08-08;17050
ATM7;2019-08-09;16840
ATM7;2019-08-10;17490
ATM7;2019-08-12;5140
ATM7;2019-08-13;9190
ATM7;2019-08-14;19890
ATM7;2019-08-16;23430
ATM7;2019-08-17;8830
ATM7;2019-08-19;14900
ATM7;2019-08-20;9560
ATM7;2019-08-21;16320
ATM7;2019-08-22;11360
ATM7;2019-08-23;16570
ATM7;2019-08-24;12230
ATM7;2019-08-25;6220
ATM7;2019-08-26;11740
ATM7;2019-08-27;6650
ATM7;2019-08-28;13620
ATM7;2019-08-29;14480
ATM7;2019-08-30;18500
ATM7;2019-08-31;13890
ATM7;2019-09-02;15040
ATM7;2019-09-03;12580
ATM7;2019-09-04;4830
ATM7;2019-09-05;8490
ATM7;2019-09-06;14790
ATM7;2019-09-07;10330
ATM7;2019-09-09;22570
ATM7;2019-09-10;18750
ATM7;2019-09-11;13270
ATM7;2019-09-12;16550
ATM7;2019-09-13;13610
ATM7;2019-09-14;11730
ATM7;2019-09-16;9510
ATM7;2019-09-17;15380
ATM7;2019-09-18;15910
ATM7;2019-09-19;4750
ATM7;2019-09-20;11110
ATM7;2019-09-21;8450
ATM7;2019-09-23;7170
ATM7;2019-09-24;15000
ATM7;2019-09-25;12130
ATM7;2019-09-26;8740
ATM7;2019-09-27;8190
ATM7;2019-09-28;11970
ATM7;2019-09-29;11690
ATM7;2019-09-30;32010
ATM7;2019-10-01;11940
ATM7;2019-10-02;16550
ATM7;2019-10-03;10720
ATM7;2019-10-04;11720
ATM7;2019-10-05;14710
ATM7;2019-10-07;23750
ATM7;2019-10-08;20090
ATM7;2019-10-09;23530
ATM7;2019-10-10;17500
ATM7;2019-10-11;15170
ATM7;2019-10-12;12180
ATM7;2019-10-14;15730
ATM7;2019-10-15;9500
ATM7;2019-10-16;10160
ATM7;2019-10-17;24430
ATM7;2019-10-18;12720
ATM7;2019-10-19;12460
ATM7;2019-10-21;7340
ATM7;2019-10-22;9240
ATM7;2019-10-23;16380
ATM7;2019-10-24;7530
ATM7;2019-10-25;21140
ATM7;2019-10-26;15410
ATM7;2019-10-27;2210
ATM7;2019-10-28;6100
ATM7;2019-10-29;10820
ATM7;2019-10-30;7630
ATM7;2019-10-31;19440
ATM8;2017-01-01;117730
ATM8;2017-01-02;85920
ATM8;2017-01-03;88720
ATM8;2017-01-04;85080
ATM8;2017-01-05;84110
ATM8;2017-01-06;149760
ATM8;2017-01-07;155460
ATM8;2017-01-08;103680
ATM8;2017-01-09;80130
ATM8;2017-01-10;72110
ATM8;2017-01-11;67630
ATM8;2017-01-12;73160
ATM8;2017-01-13;96800
ATM8;2017-01-14;108830
ATM8;2017-01-15;94080
ATM8;2017-01-16;119230
ATM8;2017-01-17;52180
ATM8;2017-01-18;42510
ATM8;2017-01-19;131890
ATM8;2017-01-20;152310
ATM8;2017-01-21;114000
ATM8;2017-01-22;135150
ATM8;2017-01-23;107720
ATM8;2017-01-24;92830
ATM8;2017-01-25;102830
ATM8;2017-01-26;116300
ATM8;2017-01-27;163850
ATM8;2017-01-28;138850
ATM8;2017-01-29;100260
ATM8;2017-01-30;102900
ATM8;2017-01-31;95900
ATM8;2017-02-01;109110
ATM8;2017-02-02;91590
ATM8;2017-02-03;160840
ATM8;2017-02-04;111490
ATM8;2017-02-05;120860
ATM8;2017-02-06;100110
ATM8;2017-02-07;87720
ATM8;2017-02-08;93540
ATM8;2017-02-09;110330
ATM8;2017-02-10;119890
ATM8;2017-02-11;148590
ATM8;2017-02-12;176970
ATM8;2017-02-13;116500
ATM8;2017-02-14;81280
ATM8;2017-02-15;131190
ATM8;2017-02-16;144920
ATM8;2017-02-17;191210
ATM8;2017-02-18;167350
ATM8;2017-02-19;145540
ATM8;2017-02-20;138340
ATM8;2017-02-21;94910
ATM8;2017-02-22;95770
ATM8;2017-02-23;131510
ATM8;2017-02-24;179950
ATM8;2017-02-25;86440
ATM8;2017-02-26;85280
ATM8;2017-02-27;56180
ATM8;2017-02-28;54910
ATM8;2017-03-01;46540
ATM8;2017-03-02;65510
ATM8;2017-03-03;84950
ATM8;2017-03-04;80870
ATM8;2017-03-05;47780
ATM8;2017-03-06;31350
ATM8;2017-03-07;30940
ATM8;2017-03-08;33770
ATM8;2017-03-09;41740
ATM8;2017-03-10;71120
ATM8;2017-03-11;49350
ATM8;2017-03-12;27020
ATM8;2017-03-13;30680
ATM8;2017-03-14;17410
ATM8;2017-03-15;16100
ATM8;2017-03-16;16140
ATM8;2017-03-17;29470
ATM8;2017-03-18;34150
ATM8;2017-03-19;24840
ATM8;2017-03-20;11700
ATM8;2017-03-21;4370
ATM8;2017-03-22;4080
ATM8;2017-03-23;14830
ATM8;2017-03-24;11180
ATM8;2017-03-25;17350
ATM8;2017-03-26;8860
ATM8;2017-03-27;6520
ATM8;2017-03-28;3670
ATM8;2017-03-29;3480
ATM8;2017-03-30;2250
ATM8;2017-03-31;9510
ATM8;2017-04-01;6450
ATM8;2017-04-02;5110
ATM8;2017-04-03;150
ATM8;2017-04-04;200
ATM8;2017-04-05;1520
ATM8;2017-04-06;1540
ATM8;2017-04-07;550
ATM8;2017-04-08;180
ATM8;2017-04-09;200
ATM8;2017-04-10;650
ATM8;2017-04-12;800
ATM8;2017-04-13;700
ATM8;2017-04-14;2880
ATM8;2017-04-15;5480
ATM8;2017-04-16;3500
ATM8;2017-04-17;5720
ATM8;2017-04-18;150
ATM8;2017-04-19;250
ATM8;2017-04-20;3300
ATM8;2017-04-21;600
ATM8;2017-04-22;5680
ATM8;2017-04-23;500
ATM8;2017-04-25;1100
ATM8;2017-04-26;330
ATM8;2017-04-28;2700
ATM8;2017-04-29;5760
ATM8;2017-04-30;5930
ATM8;2017-05-01;8190
ATM8;2017-05-02;14460
ATM8;2017-05-03;4810
ATM8;2017-05-04;14720
ATM8;2017-05-05;4250
ATM8;2017-05-06;2570
ATM8;2017-05-07;400
ATM8;2017-05-08;1100
ATM8;2017-05-09;780
ATM8;2017-05-10;400
ATM8;2017-05-12;1800
ATM8;2017-05-13;900
ATM8;2017-05-14;1260
ATM8;2017-05-15;1250
ATM8;2017-05-16;360
ATM8;2017-05-17;600
ATM8;2017-05-18;1050
ATM8;2017-05-19;1390
ATM8;2017-05-20;1800
ATM8;2017-05-21;1350
ATM8;2017-05-22;860
ATM8;2017-05-23;70
ATM8;2017-05-24;100
ATM8;2017-05-25;1030
ATM8;2017-05-26;1000
ATM8;2017-05-27;3510
ATM8;2017-05-28;700
ATM8;2017-05-29;4300
ATM8;2017-05-30;1500
ATM8;2017-05-31;1420
ATM8;2017-06-01;230
ATM8;2017-06-02;5030
ATM8;2017-06-03;4170
ATM8;2017-06-04;3030
ATM8;2017-06-05;100
ATM8;2017-06-06;1200
ATM8;2017-06-07;1100
ATM8;2017-06-08;2720
ATM8;2017-06-09;3750
ATM8;2017-06-10;320
ATM8;2017-06-11;2250
ATM8;2017-06-12;6440
ATM8;2017-06-13;3260
ATM8;2017-06-14;4950
ATM8;2017-06-15;5040
ATM8;2017-06-16;5410
ATM8;2017-06-17;4770
ATM8;2017-06-18;6790
ATM8;2017-06-19;1250
ATM8;2017-06-20;650
ATM8;2017-06-21;2800
ATM8;2017-06-22;1500
ATM8;2017-06-23;1800
ATM8;2017-06-24;10620
ATM8;2017-06-25;13740
ATM8;2017-06-26;4380
ATM8;2017-06-27;4280
ATM8;2017-06-28;2670
ATM8;2017-06-29;5430
ATM8;2017-06-30;8630
ATM8;2017-07-01;8340
ATM8;2017-07-02;9630
ATM8;2017-07-03;6460
ATM8;2017-07-04;5640
ATM8;2017-07-05;5920
ATM8;2017-07-06;7630
ATM8;2017-07-07;8290
ATM8;2017-07-08;14090
ATM8;2017-07-09;7300
ATM8;2017-07-10;4200
ATM8;2017-07-11;11350
ATM8;2017-07-12;8110
ATM8;2017-07-13;10780
ATM8;2017-07-14;9580
ATM8;2017-07-15;16510
ATM8;2017-07-16;22340
ATM8;2017-07-17;15120
ATM8;2017-07-18;9180
ATM8;2017-07-19;14740
ATM8;2017-07-20;18960
ATM8;2017-07-21;19050
ATM8;2017-07-22;16830
ATM8;2017-07-23;11620
ATM8;2017-07-24;14470
ATM8;2017-07-25;8960
ATM8;2017-07-26;10360
ATM8;2017-07-27;18000
ATM8;2017-07-28;16290
ATM8;2017-07-29;23090
ATM8;2017-07-30;18560
ATM8;2017-07-31;14530
ATM8;2017-08-01;16090
ATM8;2017-08-02;15660
ATM8;2017-08-03;10820
ATM8;2017-08-04;19200
ATM8;2017-08-05;34140
ATM8;2017-08-06;19150
ATM8;2017-08-07;11410
ATM8;2017-08-08;10760
ATM8;2017-08-09;17390
ATM8;2017-08-10;15390
ATM8;2017-08-11;24740
ATM8;2017-08-12;26080
ATM8;2017-08-13;22620
ATM8;2017-08-14;16870
ATM8;2017-08-15;20340
ATM8;2017-08-16;13890
ATM8;2017-08-17;16160
ATM8;2017-08-18;22670
ATM8;2017-08-19;12060
ATM8;2017-08-20;3500
ATM8;2017-08-21;8140
ATM8;2017-08-22;5810
ATM8;2017-08-23;9240
ATM8;2017-08-24;18830
ATM8;2017-08-25;18660
ATM8;2017-08-26;18630
ATM8;2017-08-27;13340
ATM8;2017-08-28;6480
ATM8;2017-08-29;8230
ATM8;2017-08-30;10320
ATM8;2017-08-31;11060
ATM8;2017-09-01;9430
ATM8;2017-09-02;4400
ATM8;2017-09-03;1670
ATM8;2017-09-04;5000
ATM8;2017-09-05;1790
ATM8;2017-09-06;750
ATM8;2017-09-07;3330
ATM8;2017-09-08;900
ATM8;2017-09-09;6590
ATM8;2017-09-10;2650
ATM8;2017-09-11;3300
ATM8;2017-09-12;3440
ATM8;2017-09-13;1670
ATM8;2017-09-14;1910
ATM8;2017-09-15;4150
ATM8;2017-09-16;2590
ATM8;2017-09-17;10450
ATM8;2017-09-18;1300
ATM8;2017-09-19;400
ATM8;2017-09-20;1500
ATM8;2017-09-21;1900
ATM8;2017-09-22;1400
ATM8;2017-09-23;1720
ATM8;2017-09-24;1230
ATM8;2017-09-25;440
ATM8;2017-09-26;400
ATM8;2017-09-27;610
ATM8;2017-09-28;2970
ATM8;2017-09-29;1280
ATM8;2017-09-30;3400
ATM8;2017-10-01;1800
ATM8;2017-10-02;1550
ATM8;2017-10-03;850
ATM8;2017-10-04;900
ATM8;2017-10-05;1000
ATM8;2017-10-06;3850
ATM8;2017-10-07;2000
ATM8;2017-10-08;2400
ATM8;2017-10-09;5400
ATM8;2017-10-10;350
ATM8;2017-10-11;9300
ATM8;2017-10-12;1350
ATM8;2017-10-13;4530
ATM8;2017-10-14;2830
ATM8;2017-10-15;1470
ATM8;2017-10-16;700
ATM8;2017-10-17;1500
ATM8;2017-10-18;1680
ATM8;2017-10-19;1000
ATM8;2017-10-20;980
ATM8;2017-10-21;3120
ATM8;2017-10-22;950
ATM8;2017-10-23;7000
ATM8;2017-10-25;1860
ATM8;2017-10-26;300
ATM8;2017-10-27;1400
ATM8;2017-10-28;500
ATM8;2017-10-29;2390
ATM8;2017-10-30;2000
ATM8;2017-10-31;1100
ATM8;2017-11-01;1300
ATM8;2017-11-02;1000
ATM8;2017-11-03;2750
ATM8;2017-11-04;2450
ATM8;2017-11-05;170
ATM8;2017-11-06;770
ATM8;2017-11-07;5640
ATM8;2017-11-08;40
ATM8;2017-11-09;3440
ATM8;2017-11-10;1760
ATM8;2017-11-11;3090
ATM8;2017-11-12;980
ATM8;2017-11-13;1250
ATM8;2017-11-14;800
ATM8;2017-11-15;150
ATM8;2017-11-16;450
ATM8;2017-11-17;600
ATM8;2017-11-18;2800
ATM8;2017-11-19;2280
ATM8;2017-11-20;330
ATM8;2017-11-21;400
ATM8;2017-11-22;300
ATM8;2017-11-23;500
ATM8;2017-11-24;600
ATM8;2017-11-25;1900
ATM8;2017-11-26;5160
ATM8;2017-11-27;1800
ATM8;2017-11-28;730
ATM8;2017-11-29;3000
ATM8;2017-11-30;260
ATM8;2017-12-01;5300
ATM8;2017-12-02;22240
ATM8;2017-12-03;14720
ATM8;2017-12-04;11530
ATM8;2017-12-05;4650
ATM8;2017-12-06;4980
ATM8;2017-12-07;17470
ATM8;2017-12-08;24760
ATM8;2017-12-09;43370
ATM8;2017-12-10;44630
ATM8;2017-12-11;30220
ATM8;2017-12-12;11860
ATM8;2017-12-13;16860
ATM8;2017-12-14;28070
ATM8;2017-12-15;43720
ATM8;2017-12-16;67950
ATM8;2017-12-17;56460
ATM8;2017-12-19;6170
ATM8;2017-12-20;37360
ATM8;2017-12-21;45240
ATM8;2017-12-22;42760
ATM8;2017-12-23;58760
ATM8;2017-12-24;26680
ATM8;2017-12-25;49650
ATM8;2017-12-26;112710
ATM8;2017-12-27;130020
ATM8;2017-12-28;111050
ATM8;2017-12-29;142970
ATM8;2017-12-30;109120
ATM8;2017-12-31;79030
ATM8;2018-01-01;94170
ATM8;2018-01-02;70340
ATM8;2018-01-03;75620
ATM8;2018-01-04;71150
ATM8;2018-01-05;78830
ATM8;2018-01-06;76900
ATM8;2018-01-07;53400
ATM8;2018-01-08;64600
ATM8;2018-01-09;57160
ATM8;2018-01-10;60780
ATM8;2018-01-11;72130
ATM8;2018-01-12;76620
ATM8;2018-01-13;116530
ATM8;2018-01-14;21850
ATM8;2018-01-15;30320
ATM8;2018-01-16;75880
ATM8;2018-01-17;79740
ATM8;2018-01-18;118190
ATM8;2018-01-19;81480
ATM8;2018-01-20;106500
ATM8;2018-01-21;123200
ATM8;2018-01-22;131410
ATM8;2018-01-23;88040
ATM8;2018-01-24;78540
ATM8;2018-01-25;91150
ATM8;2018-01-26;132960
ATM8;2018-01-27;89430
ATM8;2018-01-28;89840
ATM8;2018-01-29;100570
ATM8;2018-01-30;59740
ATM8;2018-01-31;71750
ATM8;2018-02-01;101410
ATM8;2018-02-02;68040
ATM8;2018-02-03;75830
ATM8;2018-02-04;87880
ATM8;2018-02-05;83350
ATM8;2018-02-06;74870
ATM8;2018-02-07;60410
ATM8;2018-02-08;81740
ATM8;2018-02-09;170430
ATM8;2018-02-10;120990
ATM8;2018-02-11;103870
ATM8;2018-02-12;111280
ATM8;2018-02-13;92290
ATM8;2018-02-14;109700
ATM8;2018-02-15;111190
ATM8;2018-02-16;109810
ATM8;2018-02-17;114080
ATM8;2018-02-18;110330
ATM8;2018-02-19;88730
ATM8;2018-02-20;70690
ATM8;2018-02-21;90320
ATM8;2018-02-22;94730
ATM8;2018-02-23;103020
ATM8;2018-02-24;72810
ATM8;2018-02-25;63920
ATM8;2018-02-26;62300
ATM8;2018-02-27;43080
ATM8;2018-02-28;43310
ATM8;2018-03-01;55170
ATM8;2018-03-02;93910
ATM8;2018-03-03;80390
ATM8;2018-03-04;63360
ATM8;2018-03-05;53210
ATM8;2018-03-06;37480
ATM8;2018-03-07;35670
ATM8;2018-03-08;41520
ATM8;2018-03-09;61180
ATM8;2018-03-10;56860
ATM8;2018-03-11;47900
ATM8;2018-03-12;24480
ATM8;2018-03-13;21670
ATM8;2018-03-14;20670
ATM8;2018-03-15;24190
ATM8;2018-03-16;25730
ATM8;2018-03-17;44640
ATM8;2018-03-18;31240
ATM8;2018-03-19;13540
ATM8;2018-03-20;21800
ATM8;2018-03-21;11590
ATM8;2018-03-22;7790
ATM8;2018-03-23;22990
ATM8;2018-03-24;43510
ATM8;2018-03-25;25180
ATM8;2018-03-26;12970
ATM8;2018-03-27;9840
ATM8;2018-03-28;10200
ATM8;2018-03-29;17750
ATM8;2018-03-30;25050
ATM8;2018-03-31;23250
ATM8;2018-04-01;21350
ATM8;2018-04-02;21870
ATM8;2018-04-03;11540
ATM8;2018-04-04;8520
ATM8;2018-04-05;2500
ATM8;2018-04-06;2100
ATM8;2018-04-07;1080
ATM8;2018-04-08;400
ATM8;2018-04-09;300
ATM8;2018-04-10;440
ATM8;2018-04-11;1430
ATM8;2018-04-12;1000
ATM8;2018-04-13;4130
ATM8;2018-04-14;5950
ATM8;2018-04-15;580
ATM8;2018-04-16;2050
ATM8;2018-04-17;20
ATM8;2018-04-18;250
ATM8;2018-04-19;1450
ATM8;2018-04-20;1920
ATM8;2018-04-21;600
ATM8;2018-04-22;2700
ATM8;2018-04-24;1150
ATM8;2018-04-25;3400
ATM8;2018-04-26;3300
ATM8;2018-04-27;870
ATM8;2018-04-28;5850
ATM8;2018-04-29;4650
ATM8;2018-04-30;6630
ATM8;2018-05-01;9130
ATM8;2018-05-02;9740
ATM8;2018-05-03;5870
ATM8;2018-05-04;4170
ATM8;2018-05-05;10730
ATM8;2018-05-06;520
ATM8;2018-05-07;860
ATM8;2018-05-08;50
ATM8;2018-05-09;1000
ATM8;2018-05-10;600
ATM8;2018-05-11;1700
ATM8;2018-05-12;1420
ATM8;2018-05-13;1080
ATM8;2018-05-14;2770
ATM8;2018-05-15;700
ATM8;2018-05-16;1550
ATM8;2018-05-17;400
ATM8;2018-05-18;670
ATM8;2018-05-19;1170
ATM8;2018-05-20;1140
ATM8;2018-05-21;1000
ATM8;2018-05-22;3220
ATM8;2018-05-23;4070
ATM8;2018-05-24;1400
ATM8;2018-05-25;1900
ATM8;2018-05-26;570
ATM8;2018-05-27;900
ATM8;2018-05-28;270
ATM8;2018-05-29;900
ATM8;2018-05-30;220
ATM8;2018-05-31;1250
ATM8;2018-06-01;9620
ATM8;2018-06-02;10000
ATM8;2018-06-03;2150
ATM8;2018-06-04;820
ATM8;2018-06-05;400
ATM8;2018-06-06;420
ATM8;2018-06-07;1410
ATM8;2018-06-08;2100
ATM8;2018-06-09;5230
ATM8;2018-06-10;3270
ATM8;2018-06-11;850
ATM8;2018-06-12;3200
ATM8;2018-06-13;1000
ATM8;2018-06-14;420
ATM8;2018-06-15;2650
ATM8;2018-06-16;1250
ATM8;2018-06-17;1160
ATM8;2018-06-18;3390
ATM8;2018-06-19;2130
ATM8;2018-06-20;980
ATM8;2018-06-21;600
ATM8;2018-06-22;2430
ATM8;2018-06-23;22520
ATM8;2018-06-24;2430
ATM8;2018-06-25;2050
ATM8;2018-06-26;5980
ATM8;2018-06-27;4190
ATM8;2018-06-28;4060
ATM8;2018-06-29;7460
ATM8;2018-06-30;10700
ATM8;2018-07-01;5470
ATM8;2018-07-02;4800
ATM8;2018-07-03;6570
ATM8;2018-07-04;12610
ATM8;2018-07-05;7960
ATM8;2018-07-06;7300
ATM8;2018-07-07;9930
ATM8;2018-07-08;7740
ATM8;2018-07-09;10270
ATM8;2018-07-10;8940
ATM8;2018-07-11;6080
ATM8;2018-07-12;9640
ATM8;2018-07-13;16740
ATM8;2018-07-14;14450
ATM8;2018-07-15;8500
ATM8;2018-07-16;11040
ATM8;2018-07-17;7640
ATM8;2018-07-18;2460
ATM8;2018-07-19;6620
ATM8;2018-07-20;9880
ATM8;2018-07-21;5910
ATM8;2018-07-22;19940
ATM8;2018-07-23;9460
ATM8;2018-07-24;10170
ATM8;2018-07-25;11180
ATM8;2018-07-26;12260
ATM8;2018-07-27;15940
ATM8;2018-07-28;26890
ATM8;2018-07-29;12880
ATM8;2018-07-30;8420
ATM8;2018-07-31;12190
ATM8;2018-08-01;12050
ATM8;2018-08-02;15690
ATM8;2018-08-03;9820
ATM8;2018-08-04;30180
ATM8;2018-08-05;25810
ATM8;2018-08-06;16390
ATM8;2018-08-07;7700
ATM8;2018-08-08;12180
ATM8;2018-08-09;12530
ATM8;2018-08-10;9840
ATM8;2018-08-11;8250
ATM8;2018-08-12;8940
ATM8;2018-08-13;14700
ATM8;2018-08-14;14210
ATM8;2018-08-15;21630
ATM8;2018-08-16;14520
ATM8;2018-08-17;16800
ATM8;2018-08-18;17500
ATM8;2018-08-19;8760
ATM8;2018-08-20;13060
ATM8;2018-08-21;13650
ATM8;2018-08-22;9790
ATM8;2018-08-23;13150
ATM8;2018-08-24;11500
ATM8;2018-08-25;7690
ATM8;2018-08-26;7200
ATM8;2018-08-27;5510
ATM8;2018-08-28;11370
ATM8;2018-08-29;8730
ATM8;2018-08-30;11900
ATM8;2018-08-31;6010
ATM8;2018-09-01;7070
ATM8;2018-09-02;3620
ATM8;2018-09-03;2610
ATM8;2018-09-04;500
ATM8;2018-09-05;470
ATM8;2018-09-06;1400
ATM8;2018-09-07;9240
ATM8;2018-09-08;5440
ATM8;2018-09-09;4920
ATM8;2018-09-10;9440
ATM8;2018-09-11;3500
ATM8;2018-09-12;2150
ATM8;2018-09-13;2430
ATM8;2018-09-14;5870
ATM8;2018-09-15;8740
ATM8;2018-09-16;2270
ATM8;2018-09-17;4320
ATM8;2018-09-18;4600
ATM8;2018-09-19;1020
ATM8;2018-09-20;2950
ATM8;2018-09-21;4130
ATM8;2018-09-22;3970
ATM8;2018-09-23;3300
ATM8;2018-09-24;1050
ATM8;2018-09-25;1000
ATM8;2018-09-26;1680
ATM8;2018-09-27;1040
ATM8;2018-09-28;4640
ATM8;2018-09-29;650
ATM8;2018-09-30;1050
ATM8;2018-10-01;1100
ATM8;2018-10-02;150
ATM8;2018-10-03;1040
ATM8;2018-10-04;900
ATM8;2018-10-05;3820
ATM8;2018-10-06;3410
ATM8;2018-10-07;1500
ATM8;2018-10-08;480
ATM8;2018-10-09;900
ATM8;2018-10-10;2150
ATM8;2018-10-11;2830
ATM8;2018-10-12;640
ATM8;2018-10-13;1860
ATM8;2018-10-14;3150
ATM8;2018-10-15;2150
ATM8;2018-10-16;1460
ATM8;2018-10-17;2070
ATM8;2018-10-18;2180
ATM8;2018-10-19;2450
ATM8;2018-10-20;2600
ATM8;2018-10-21;4800
ATM8;2018-10-23;1120
ATM8;2018-10-24;50
ATM8;2018-10-25;1500
ATM8;2018-10-26;1300
ATM8;2018-10-27;100
ATM8;2018-10-28;1350
ATM8;2018-10-29;3200
ATM8;2018-10-30;1650
ATM8;2018-10-31;130
ATM8;2018-11-01;3200
ATM8;2018-11-02;4620
ATM8;2018-11-03;3950
ATM8;2018-11-04;3800
ATM8;2018-11-05;600
ATM8;2018-11-07;850
ATM8;2018-11-08;3200
ATM8;2018-11-09;7900
ATM8;2018-11-10;2560
ATM8;2018-11-11;4650
ATM8;2018-11-12;3500
ATM8;2018-11-13;80
ATM8;2018-11-14;3050
ATM8;2018-11-15;1750
ATM8;2018-11-16;1610
ATM8;2018-11-17;350
ATM8;2018-11-18;1690
ATM8;2018-11-19;500
ATM8;2018-11-20;350
ATM8;2018-11-21;200
ATM8;2018-11-22;1100
ATM8;2018-11-23;4500
ATM8;2018-11-24;1150
ATM8;2018-11-25;950
ATM8;2018-11-27;1000
ATM8;2018-11-28;650
ATM8;2018-11-29;2440
ATM8;2018-11-30;1300
ATM8;2018-12-01;13730
ATM8;2018-12-02;9490
ATM8;2018-12-03;1980
ATM8;2018-12-04;450
ATM8;2018-12-05;15950
ATM8;2018-12-06;13400
ATM8;2018-12-07;25550
ATM8;2018-12-08;28080
ATM8;2018-12-09;14480
ATM8;2018-12-10;16350
ATM8;2018-12-11;6390
ATM8;2018-12-12;11590
ATM8;2018-12-13;21750
ATM8;2018-12-14;25440
ATM8;2018-12-15;34840
ATM8;2018-12-16;40080
ATM8;2018-12-17;20680
ATM8;2018-12-18;16830
ATM8;2018-12-19;24030
ATM8;2018-12-20;19620
ATM8;2018-12-21;21580
ATM8;2018-12-22;11450
ATM8;2018-12-23;27280
ATM8;2018-12-24;35410
ATM8;2018-12-25;35170
ATM8;2018-12-26;72110
ATM8;2018-12-27;85960
ATM8;2018-12-28;100080
ATM8;2018-12-29;15290
ATM8;2018-12-30;98680
ATM8;2018-12-31;103380
ATM8;2019-01-01;78640
ATM8;2019-01-02;50500
ATM8;2019-01-03;64660
